tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2006,3,89.42,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,75840,0.6900,93.92,75,0.2200,150,0.0500,0.0018,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20063305593188419930AS
Table 5,2001,2,79.88,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19393,WN,59430,0.8200,77.66,75,0.4900,100,0.5000,0.0007,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",20012301943289619393WN
Table 5,2004,3,89.10,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,WN,112380,0.7400,87.88,75,0.2700,125,0.4800,0.0000,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20043322113046619393WN
Table 5,1999,1,296.88,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19386,NW,51990,0.7700,318.88,125,0.0800,500,0.2000,0.5000,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",19991307213129519386NW
Table 5,2013,3,296.63,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19790,DL,29630,0.3400,326.28,200,0.0800,625,0.0600,0.1000,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",20133307213129519790DL
Table 5,2001,1,201.20,30325,30466,"Denver, CO","Phoenix, AZ",19991,HP,29120,0.1900,188.15,75,0.0700,300,0.0600,0.3000,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20011303253046619991HP
Table 5,1997,1,77.53,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19994,QQ,29000,0.1000,74.30,75,0.6300,125,0.1200,0.0000,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19971322113245719994QQ
Table 5,2014,2,110.93,30977,35356,"Chicago, IL","Trenton, NJ",20436,F9,20640,0.9900,111.01,75,0.2600,175,0.0700,0.0300,"Chicago, IL
(41.775002, -87.696388)","Trenton, NJ
(40.220572, -74.759709)",20142309773535620436F9
Table 5,1998,4,235.91,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",20355,US,61150,0.9400,237.77,75,0.0600,350,0.3300,0.6000,"Charlotte, NC
(35.222936, -80.840161)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",19984310573085220355US
Table 5,2008,4,308.37,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19386,NW,12240,0.6700,339.91,175,0.0800,425,0.1100,0.1400,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20084316503069319386NW
Table 5,2015,2,93.29,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,10110,0.5100,95.34,75,0.3500,200,0.0500,0.0000,"Las Vegas, NV
(36.169202, -115.140597)","Stockton, CA
(37.957541, -121.292451)",20152322113471620368G4
Table 5,1999,4,78.09,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19805,AA,21230,0.1600,98.83,75,0.2900,150,0.0500,0.0100,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19994324673319519805AA
Table 5,1996,3,94.53,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",19805,AA,55950,0.7100,93.89,75,0.4500,175,0.0500,0.0300,"Colorado Springs, CO
(38.835224, -104.819798)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19963301893019419805AA
Table 5,2005,2,89.14,30140,30436,"Albuquerque, NM","Tucson, AZ",19393,WN,15050,0.9000,84.35,75,0.4600,125,0.3800,0.0000,"Albuquerque, NM
(35.084248, -106.649241)","Tucson, AZ
(35.167852, -103.726151)",20052301403043619393WN
Table 5,2004,3,236.77,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",19805,AA,25920,0.6400,252.02,100,0.0700,175,0.1300,0.3200,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)",20043301943069319805AA
Table 5,1997,1,240.86,30529,34100,"Hartford, CT","Philadelphia, PA",20355,US,24540,0.9600,243.96,200,0.2100,300,0.4900,0.0000,"Hartford, CT
(41.765775, -72.673356)","Philadelphia, PA
(39.951061, -75.16562)",19971305293410020355US
Table 5,2008,3,225.80,31057,32337,"Charlotte, NC","Indianapolis, IN",19386,NW,4990,0.2100,140.64,100,0.0600,175,0.1500,0.0200,"Charlotte, NC
(35.222936, -80.840161)","Indianapolis, IN
(39.76845, -86.156212)",20083310573233719386NW
Table 5,2015,3,115.40,31295,31135,"Detroit, MI","Myrtle Beach, SC",20416,NK,10190,0.3300,82.86,75,0.4500,125,0.1300,0.0010,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",20153312953113520416NK
Table 5,2012,3,115.25,34057,34570,"Portland, OR","Reno, NV",19393,WN,32690,0.9000,112.21,75,0.1100,175,0.0700,0.0200,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",20123340573457019393WN
Table 5,2008,1,244.48,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",20355,US,13450,0.1700,150.71,100,0.2600,225,0.0800,0.0300,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",20081307213129520355US
Table 5,1997,3,74.40,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19805,AA,12820,0.2900,93.03,75,0.4300,125,0.1400,0.0200,"Jacksonville, FL
(30.325968, -81.65676)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",19973311363246719805AA
Table 5,1997,1,71.98,33044,31123,"Louisville, KY","St. Louis, MO",19393,WN,6740,0.5700,63.99,75,1.0000,75,1.0000,0.0000,"Louisville, KY
(38.256078, -85.751569)","St. Louis, MO
(38.630276, -90.200309)",19971330443112319393WN
Table 5,2006,3,286.05,30977,33105,"Chicago, IL","Cincinnati, OH",19805,AA,12260,0.2800,297.16,125,0.0600,600,0.0500,0.2500,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20063309773310519805AA
Table 5,2007,1,243.36,31295,32337,"Detroit, MI","Indianapolis, IN",19386,NW,16690,0.8800,256.28,125,0.1300,350,0.2800,0.0200,"Detroit, MI
(42.332916, -83.047853)","Indianapolis, IN
(39.76845, -86.156212)",20071312953233719386NW
Table 5,2010,4,226.53,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",20355,US,18250,0.4300,223.36,125,0.2800,275,0.0600,0.1100,"Charleston, SC
(32.77647, -79.931027)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20104309943170320355US
Table 5,2008,2,95.37,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,WN,55740,0.9100,93.09,75,0.4000,150,0.1800,0.0005,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20082322113043619393WN
Table 5,2000,3,79.27,32211,30436,"Las Vegas, NV","Tucson, AZ",19991,HP,5220,0.1600,83.45,75,0.4200,125,0.0700,0.0200,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20003322113043619991HP
Table 5,1997,3,72.70,34057,33192,"Portland, OR","Sacramento, CA",19393,WN,63090,0.7500,63.54,75,0.7200,100,0.2700,0.0000,"Portland, OR
(45.516018, -122.681425)","Sacramento, CA
(38.582087, -121.50012)",19973340573319219393WN
Table 5,2018,4,264.60,31057,33495,"Charlotte, NC","New Orleans, LA",19805,AA,12350,0.4423,266.30,175,0.0947,300,0.0672,0.0413,,,20184310573349519805AA
Table 5,2005,2,98.40,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",19393,WN,57580,0.3500,84.50,75,0.3500,125,0.4300,0.0000,"Chicago, IL
(41.775002, -87.696388)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20052309773064719393WN
Table 5,2004,4,93.79,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19393,WN,35640,0.6900,88.12,75,0.2400,125,0.4700,0.0003,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)",20044301943465319393WN
Table 5,1999,1,79.45,32211,30436,"Las Vegas, NV","Tucson, AZ",19991,HP,3330,0.1100,108.29,75,0.4400,225,0.0900,0.0300,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",19991322113043619991HP
Table 5,2014,2,293.15,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19805,AA,3200,0.1200,238.42,150,0.2000,300,0.0500,0.0400,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20142319863170319805AA
Table 5,2013,2,291.55,31295,33198,"Detroit, MI","Kansas City, MO",19790,DL,17430,0.5900,322.22,150,0.0600,525,0.0500,0.2100,"Detroit, MI
(42.332916, -83.047853)","Kansas City, MO
(39.099792, -94.578559)",20132312953319819790DL
Table 5,2001,1,266.89,30325,34653,"Denver, CO","Tulsa, OK",19977,UA,11680,0.8000,277.99,125,0.1500,600,0.0800,0.2400,"Denver, CO
(39.738453, -104.984853)","Tulsa, OK
(61.096484, -160.967455)",20011303253465319977UA
Table 5,2008,1,311.08,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,29920,0.8100,337.57,125,0.0900,325,0.1100,0.2400,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",20081310573410020355US
Table 5,2006,4,95.08,30325,30466,"Denver, CO","Phoenix, AZ",20436,F9,79890,0.2900,88.55,75,0.4800,125,0.1700,0.0100,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20064303253046620436F9
Table 5,2000,1,251.03,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19386,NW,5240,0.1900,249.43,100,0.0900,450,0.1400,0.3800,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)",20001301943324419386NW
Table 5,2007,2,87.18,33198,31123,"Kansas City, MO","St. Louis, MO",19393,WN,51280,0.9900,87.16,75,0.2700,125,0.4500,0.0002,"Kansas City, MO
(39.099792, -94.578559)","St. Louis, MO
(38.630276, -90.200309)",20072331983112319393WN
Table 5,1999,3,239.17,30257,30977,"Albany, NY","Chicago, IL",19977,UA,11530,0.4400,249.19,100,0.0900,575,0.1000,0.2900,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",19993302573097719977UA
Table 5,2001,2,221.13,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19704,CO,4480,0.1800,231.79,100,0.1400,325,0.0800,0.3100,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20012319863170319704CO
Table 5,2005,4,267.82,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,14280,0.9100,275.29,150,0.0800,375,0.1000,0.1500,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20054303973260019790DL
Table 5,2002,3,271.76,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19704,CO,9250,0.3600,293.02,100,0.1600,525,0.1500,0.5100,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20023306473410019704CO
Table 5,1996,3,89.11,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",20355,US,4920,0.3400,78.60,75,0.6400,125,0.0500,0.0061,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tallahassee, FL
(38.921902, -120.020798)",19963324673524920355US
Table 5,2012,4,110.88,30713,34057,"Boise, ID","Portland, OR",19393,WN,22680,0.4300,103.95,75,0.1700,150,0.1400,0.0018,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20124307133405719393WN
Table 5,1997,4,77.65,30713,31884,"Boise, ID","Spokane, WA",19393,WN,7250,0.5000,72.56,75,0.9800,75,0.9800,0.0000,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",19974307133188419393WN
Table 5,2004,2,85.47,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,WN,65330,0.9200,78.84,75,0.3400,100,0.6400,0.0000,"Jacksonville, FL
(30.325968, -81.65676)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20042311363246719393WN
Table 5,2011,2,263.54,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19704,CO,9110,0.2800,279.84,125,0.0900,600,0.0800,0.2200,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20112306473165019704CO
Table 5,2004,2,228.84,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",20355,US,17780,0.2100,232.75,100,0.1800,600,0.0500,0.2800,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20042310663170320355US
Table 5,2003,3,259.21,31295,34100,"Detroit, MI","Philadelphia, PA",19386,NW,33010,0.6300,261.98,100,0.1000,500,0.1000,0.3500,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20033312953410019386NW
Table 5,2000,1,279.67,31057,34524,"Charlotte, NC","Richmond, VA",20355,US,13430,0.9800,278.33,250,0.0700,350,0.2900,0.0000,"Charlotte, NC
(35.222936, -80.840161)","Richmond, VA
(37.540759, -77.433932)",20001310573452420355US
Table 5,1998,4,77.08,30466,33570,"Phoenix, AZ","San Diego, CA",19393,WN,80460,0.7800,75.96,75,0.3000,100,0.6900,0.0000,"Phoenix, AZ
(30.406931, -87.217578)","San Diego, CA
(32.71576, -117.163817)",19984304663357019393WN
Table 5,1997,1,230.61,30977,31423,"Chicago, IL","Des Moines, IA",19805,AA,2320,0.1000,203.77,75,0.1700,400,0.1400,0.4400,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)",19971309773142319805AA
Table 5,2006,2,95.98,30325,30466,"Denver, CO","Phoenix, AZ",19991,HP,56300,0.2000,104.73,75,0.4700,200,0.1100,0.0200,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20062303253046619991HP
Table 5,2018,4,300.22,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",19805,AA,8780,0.4720,306.60,175,0.0843,500,0.0638,0.0478,,,20184310573402719805AA
Table 5,1996,3,79.53,30466,34570,"Phoenix, AZ","Reno, NV",19991,HP,20230,0.4500,87.12,75,0.5200,125,0.2300,0.0100,"Phoenix, AZ
(30.406931, -87.217578)","Reno, NV
(30.177159, -95.162771)",19963304663457019991HP
Table 5,1996,1,67.42,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,21940,0.1000,65.15,75,0.9900,75,0.9900,0.0000,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19961340573245719393WN
Table 5,2007,4,332.83,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",20355,US,1570,0.1000,282.92,150,0.0500,425,0.0900,0.0500,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Louisville, KY
(38.256078, -85.751569)",20074303973304420355US
Table 5,2000,4,241.62,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",19805,AA,27230,0.3700,269.71,100,0.0600,550,0.0900,0.3300,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","St. Louis, MO
(38.630276, -90.200309)",20004301943112319805AA
Table 5,2007,2,297.13,33244,31650,"Memphis, TN","Minneapolis/St. Paul, MN",19386,NW,14460,0.7900,329.72,150,0.0800,375,0.0900,0.2100,"Memphis, TN
(35.143378, -90.052136)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20072332443165019386NW
Table 5,2000,1,78.09,31136,33195,"Jacksonville, FL","Tampa, FL (Metropolitan Area)",19393,WN,8260,0.3700,71.94,75,1.0000,75,1.0000,0.0000,"Jacksonville, FL
(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20001311363319519393WN
Table 5,1998,2,241.85,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",20355,US,42030,0.9700,242.52,75,0.0500,325,0.4300,0.6500,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",19982301983085220355US
Table 5,2005,1,88.17,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19393,WN,75110,0.7200,82.58,75,0.2000,100,0.7900,0.0000,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20051324673319519393WN
Table 5,2001,4,244.68,31295,33244,"Detroit, MI","Memphis, TN",19386,NW,10450,0.8000,265.03,100,0.0500,300,0.0600,0.3200,"Detroit, MI
(42.332916, -83.047853)","Memphis, TN
(35.143378, -90.052136)",20014312953324419386NW
Table 5,2003,2,78.36,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,57050,0.9200,72.19,75,0.4500,100,0.5400,0.0000,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20032345703245719393WN
Table 5,2012,2,303.74,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19393,WN,3650,0.1200,234.56,175,0.1400,350,0.1000,0.0000,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20122323373165019393WN
Table 5,1998,1,245.06,31650,33316,"Minneapolis/St. Paul, MN","Omaha, NE",19386,NW,16460,0.9800,245.47,100,0.0700,325,0.5100,0.5500,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Omaha, NE
(46.07035, -93.666319)",19981316503331619386NW
Table 5,2003,4,252.32,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,30920,0.9400,256.02,100,0.1100,400,0.1400,0.5000,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20034331983165019386NW
Table 5,1996,1,86.74,33192,34614,"Sacramento, CA","Salt Lake City, UT",19393,WN,2650,0.1500,91.62,75,0.3500,125,0.6300,0.0000,"Sacramento, CA
(38.582087, -121.50012)","Salt Lake City, UT
(40.758478, -111.888142)",19961331923461419393WN
Table 5,2009,1,95.07,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,DL,20370,0.2600,79.44,75,0.7900,100,0.1100,0.0100,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20091317033452419790DL
Table 5,2005,2,232.43,31057,31295,"Charlotte, NC","Detroit, MI",20355,US,10330,0.3700,210.46,75,0.0800,525,0.0900,0.2800,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20052310573129520355US
Table 5,1996,2,81.86,30466,34614,"Phoenix, AZ","Salt Lake City, UT",19790,DL,24430,0.2300,94.47,75,0.3600,125,0.3900,0.0100,"Phoenix, AZ
(30.406931, -87.217578)","Salt Lake City, UT
(40.758478, -111.888142)",19962304663461419790DL
Table 5,2001,1,203.04,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",19805,AA,16410,0.7900,205.48,100,0.1000,425,0.0600,0.2200,"Colorado Springs, CO
(38.835224, -104.819798)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",20011301893019419805AA
Table 5,2005,2,88.34,34057,34570,"Portland, OR","Reno, NV",19393,WN,41400,0.9100,85.81,75,0.5000,125,0.2400,0.0007,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",20052340573457019393WN
Table 5,2006,1,95.51,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",19393,WN,39550,0.8300,94.67,75,0.3300,125,0.4800,0.0025,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Midland/Odessa, TX
(31.997433, -102.078043)",20061301943315819393WN
Table 5,1999,4,264.49,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,34360,0.9600,268.28,100,0.0700,475,0.1500,0.4400,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",19994303973310519790DL
Table 5,1998,2,74.59,34570,34614,"Reno, NV","Salt Lake City, UT",19393,WN,14200,0.5500,60.37,75,0.7000,100,0.2900,0.0000,"Reno, NV
(30.177159, -95.162771)","Salt Lake City, UT
(40.758478, -111.888142)",19982345703461419393WN
Table 5,2004,3,223.66,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19790,DL,3940,0.1500,211.32,100,0.1700,300,0.0600,0.2200,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)",20043301943324419790DL
Table 5,2011,1,115.90,30140,30436,"Albuquerque, NM","Tucson, AZ",19393,WN,13000,0.9200,114.27,75,0.2700,200,0.1000,0.0000,"Albuquerque, NM
(35.084248, -106.649241)","Tucson, AZ
(35.167852, -103.726151)",20111301403043619393WN
Table 5,1996,1,82.22,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,WN,492740,0.3700,73.18,75,0.8300,100,0.1600,0.0000,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19961325753245719393WN
Table 5,1996,1,75.65,34057,33192,"Portland, OR","Sacramento, CA",19930,AS,5370,0.1500,90.39,75,0.3200,125,0.1900,0.0200,"Portland, OR
(45.516018, -122.681425)","Sacramento, CA
(38.582087, -121.50012)",19961340573319219930AS
Table 5,2004,2,97.20,30423,31453,"Austin, TX","Houston, TX",19393,WN,34220,0.7700,92.22,75,0.1100,125,0.2600,0.0000,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",20042304233145319393WN
Table 5,1996,3,84.41,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19977,UA,65090,0.3600,88.84,75,0.3800,125,0.3100,0.0017,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19963322113245719977UA
Table 5,2001,3,276.37,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,12930,0.5700,294.26,100,0.0700,600,0.0900,0.4000,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20013309773452419977UA
Table 5,2011,3,115.18,30713,30559,"Boise, ID","Seattle, WA",19393,WN,20370,0.3000,110.19,75,0.1500,200,0.0700,0.0015,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20113307133055919393WN
Table 5,1999,4,251.29,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,43930,0.9500,254.45,75,0.0600,400,0.2400,0.5600,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",19994310573410020355US
Table 5,2004,4,222.61,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",20355,US,75210,0.6500,224.00,75,0.1200,425,0.0900,0.3900,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20044317033019820355US
Table 5,2000,1,235.75,30977,31267,"Chicago, IL","Dayton, OH",19977,UA,9800,0.5700,260.73,75,0.0900,400,0.0500,0.6400,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)",20001309773126719977UA
Table 5,1997,3,73.37,32211,34570,"Las Vegas, NV","Reno, NV",19393,WN,28790,0.4500,76.99,100,1.0000,100,1.0000,0.0000,"Las Vegas, NV
(36.169202, -115.140597)","Reno, NV
(30.177159, -95.162771)",19973322113457019393WN
Table 5,2007,2,234.31,30977,33244,"Chicago, IL","Memphis, TN",19977,UA,11150,0.2700,242.77,125,0.2900,525,0.0800,0.1900,"Chicago, IL
(41.775002, -87.696388)","Memphis, TN
(35.143378, -90.052136)",20072309773324419977UA
Table 5,2010,3,288.31,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",20355,US,8670,0.5300,319.03,125,0.1100,400,0.1300,0.4100,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20103308683085220355US
Table 5,2012,3,113.60,32211,34252,"Las Vegas, NV","Pasco/Kennewick/Richland, WA",19790,DL,2360,0.1500,154.28,125,0.4300,175,0.1100,0.0100,"Las Vegas, NV
(36.169202, -115.140597)","Pasco/Kennewick/Richland, WA
(37.123874, -76.391902)",20123322113425219790DL
Table 5,2007,3,91.50,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,WN,54140,0.8700,90.22,75,0.4200,150,0.2100,0.0006,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20073322113043619393WN
Table 5,1998,4,75.96,33570,30436,"San Diego, CA","Tucson, AZ",19991,HP,3430,0.1200,85.44,75,0.6300,125,0.1100,0.0100,"San Diego, CA
(32.71576, -117.163817)","Tucson, AZ
(35.167852, -103.726151)",19984335703043619991HP
Table 5,2009,4,250.20,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19704,CO,3560,0.1900,281.88,100,0.0500,550,0.0800,0.2100,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20094354123170319704CO
Table 5,1998,1,275.15,31295,33244,"Detroit, MI","Memphis, TN",19386,NW,12840,0.8300,293.56,75,0.0500,450,0.2800,0.5400,"Detroit, MI
(42.332916, -83.047853)","Memphis, TN
(35.143378, -90.052136)",19981312953324419386NW
Table 5,2000,2,225.69,30977,33667,"Chicago, IL","Norfolk, VA (Metropolitan Area)",20355,US,5410,0.1800,168.25,100,0.2000,175,0.0500,0.1100,"Chicago, IL
(41.775002, -87.696388)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20002309773366720355US
Table 5,2007,1,90.89,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,90630,0.8300,90.33,75,0.4100,150,0.2500,0.0012,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",20071301403046619393WN
Table 5,2004,1,94.88,30977,32337,"Chicago, IL","Indianapolis, IN",20312,TZ,4850,0.1200,86.32,75,0.4000,150,0.1000,0.0100,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20041309773233720312TZ
Table 5,2000,3,249.18,31295,30198,"Detroit, MI","Pittsburgh, PA",19386,NW,9730,0.4800,249.50,100,0.0500,350,0.3300,0.4200,"Detroit, MI
(42.332916, -83.047853)","Pittsburgh, PA
(40.442169, -79.994945)",20003312953019819386NW
